RBD;c_COD_COM_RBD;DGV_RBD;NOM_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;LATITUD;LONGITUD;CONVENIO_PIE;PACE;MAT_TOTAL;MATRICULA;ESTADO_ESTAB;ORI_RELIGIOSA;ORI_OTRO_GLOSA;PAGO_MATRICULA;PAGO_MENSUAL
41550;13123;2;JARDÍN INFANTIL Y SALA CUNA MUNDO IDEAL;4;3;0;-33.434944;-70.604466;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41551;8207;0;ESCUELA ESPECIAL DE LENGUAJE CLUSTER II TIRÚA;3;2;0;-38.340944;-73.487928;0;0;60;1;1;1;;GRATUITO;GRATUITO
41553;13119;7;SALA CUNA Y JARDÍN INFANTIL LOS ANGELITOS;4;3;0;-33.5245159;-70.7853037;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41554;13119;5;SALA CUNA Y JARDÍN INFANTIL CARACOL;4;3;0;-33.530222;-70.76712;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41556;5109;1;COLEGIO RAYUN REÑACA;4;3;0;-32.97385;-71.538088;0;0;84;1;1;1;;MAS DE $100.000;MAS DE $100.000
41558;13127;8;SALA CUNA Y JARDÍN INFANTIL KOALA;4;3;0;-33.423851;-70.640556;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41559;14101;6;JARDIN INFANTIL MUSICAL PALOMILLAS;4;3;0;-39.8392046;-73.2053584;0;0;0;0;4;9;;SIN INFORMACION;SIN INFORMACION
41561;13115;8;JARDIN INFANTIL BEGINNERS;4;3;0;-33.343038;-70.546515;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41586;13114;3;VITAMINA NUEVA APOQUINDO;4;3;0;-33.411463;-70.578849;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41587;8108;1;SALA CUNA Y JARDIN INFANTIL ANDALUÉ MONTESSORI-WALDORF;4;3;0;-36.850773;-73.094564;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41590;8111;1;SALA CUNA MANITAS;4;3;0;-36.615526;-72.955422;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41595;10201;2;JARDÍN INFANTIL PIUKEWEN;3;2;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
41596;13113;0;ESCUELA ESPECIAL INTEGRAL DE CARABINEROS;4;3;0;-33.437601;-70.65671;0;0;35;1;1;1;;SIN INFORMACION;SIN INFORMACION
41597;13302;9;ESCUELA ESPECIAL DE LENGUAJE PUCALEN;3;2;0;-33.236132;-70.808134;0;0;95;1;1;9;;SIN INFORMACION;SIN INFORMACION
41600;13123;2;CENTRO VITAMINA CLINICA SANTA MARIA;4;3;0;-33.4308;-70.626988;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41601;13123;0;CENTRO VITAMINA PLAZA LAS LILAS;4;3;0;-33.428477;-70.593317;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41604;6106;5;MY LITTLE SCHOOL;4;3;0;-34.073132;-70.728175;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
41605;13601;3;SALA CUNA Y JARDÍN INFANTIL TOMPATO;4;3;0;-33.685773;-70.852724;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41611;8301;8;ESCUELA ESPECIAL DE LENGUAJE PALABRITAS SANTA MARÍA DE LOS ÁNGELES;3;2;0;-37.46141;-72.347392;0;0;58;1;1;1;;GRATUITO;GRATUITO
41612;5601;6;ESCUELA ESPECIAL DE LENGUAJE PICHINTUN;3;2;0;-33.60075;-71.614743;0;0;29;1;1;1;;GRATUITO;GRATUITO
41615;5101;0;JARDIN INFANTIL Y SALA CUNA GRANDES PEQUEÑOS;4;3;0;-33.128607;-71.565538;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41616;8102;9;ESCUELA ESPECIAL DE LENGUAJE BOSQUE ENCANTADO;3;2;0;-36.971947;-73.144379;0;0;52;1;1;9;;GRATUITO;GRATUITO
41617;13114;7;COLEGIO SAN FRANCISCO TECNICO PROFESIONAL;1;1;0;-33.41545;-70.53521;1;0;1488;1;1;1;;GRATUITO;GRATUITO
41618;5802;5;SALA CUNA Y JARDIN INFANTIL MI PEQUEÑO MUNDO;4;3;0;-32.985242;-71.270994;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41619;7405;3;ESCUELA DE LENGUAJE PALABRITAS;3;2;1;-36.21602;-71.607018;0;0;46;1;1;1;;GRATUITO;GRATUITO
41620;13114;7;CENTRO VITAMINA ESTORIL;4;3;0;-33.3868585;-70.5308859;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41621;6310;5;SALA CUNA Y JARDIN INFANTIL PEQUEÑO MUNDO FELIZ;4;3;0;-34.6351228;-71.37675516;0;0;34;1;1;1;;MAS DE $100.000;MAS DE $100.000
41622;6310;3;SALA CUNA Y JARDIN INFANTIL PEQUEÑO MUNDO FELIZ;4;3;0;-34.6383468;-71.3699528;0;0;0;0;4;9;;SIN INFORMACION;SIN INFORMACION
41623;10210;1;JARDÍN INFANTIL PIUKEWEN;3;2;0;-42.471464;-73.493243;1;0;12;1;1;1;;GRATUITO;GRATUITO
41625;13113;8;JARDIN INFANTIL IL GIARDINO;4;3;0;-33.4507676;-70.5490598;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41631;7101;2;SALA CUNA Y JARDÍN INFANTIL UBUNTU;4;3;0;-35.4198673;-71.6660051;0;0;0;0;4;9;;SIN INFORMACION;SIN INFORMACION
41633;4101;9;SALA CUNA Y JARDIN INFANTIL THE LITTLE PRINCE;4;3;0;-29.923825;-71.248989;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41635;7101;5;ESCUELA ESPECIAL DE LENGUAJE AGUA SOL LAS RASTRAS;3;2;0;-35.43269;-71.62309;0;0;98;1;1;7;CRISTIANO HUMANISTA;GRATUITO;GRATUITO
41639;5501;8;JARDIN INFANTIL Y SALA CUNA OSO YOGUI;4;3;0;-32.879924;-71.242898;0;0;109;1;1;1;;MAS DE $100.000;MAS DE $100.000
41642;5801;8;JARDIN INFANTIL Y SALA CUNA  ABRACADABRA 2;4;3;0;-33.049179;-71.445381;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41647;9208;9;ESCUELA DEL LENGUAJE RUKA AYELEN;3;2;0;-38.036293;-73.069859;0;0;76;1;1;7;LAICA;GRATUITO;GRATUITO
41649;9106;5;ESCUELA HOSPITALARIA DE GALVARINO;3;2;0;-38.4110461;-72.7845603;0;0;67;1;1;1;;GRATUITO;GRATUITO
41650;13130;9;CENTRO  VITAMINA EL LLANO;4;3;0;-33.4828062;-70.649277;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41652;5101;5;SALA CUNA Y JARDIN INFANTIL CHARLIE BROWN;4;3;0;-33.044495;-71.607885;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41653;6301;3;JARDIN INFANTIL Y SALA CUNA SNOOPY;4;3;0;-34.58694;-70.992499;0;0;19;1;1;1;;$25.001 A $50.000;$25.001 A $50.000
41654;12101;1;AULA HOSPITALARIA HOSPITAL CLÍNICO MAGALLANES;3;2;0;-53.121549;-70.897787;0;0;33;1;1;1;;GRATUITO;GRATUITO
41658;8102;4;COLEGIO EINSTEIN;3;2;0;-36.971805;-73.162386;1;0;277;1;1;1;;GRATUITO;GRATUITO
41659;7101;2;SALA CUNA Y JARDIN INFANTIL MORITA;4;3;0;-35.4200364;-71.6647639;0;0;0;0;4;9;;SIN INFORMACION;SIN INFORMACION
41661;5804;4;JARDÍN INFANTIL Y SALA CUNA PERSONITAS;4;3;0;-33.0447605;-71.3665716;0;0;55;1;1;1;;SIN INFORMACION;SIN INFORMACION
41662;13109;2;SALA CUNA Y JARDIN INFANTIL MUNDO DE COLORES;4;3;0;-33.533213;-70.6626437;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41663;13114;0;JARDIN INFANTIL ANDALUE;4;3;0;-33.420057;-70.5709746;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41664;4102;9;SALA CUNA Y JARDIN INFANTIL PELUSITAS PLAY AND LEARN HOUSE;4;3;0;-29.9183533;-71.2554529;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41667;13501;3;SALA CUNA Y JARDIN INFANTIL GIRASOL;4;3;0;-33.6901518;-71.2140348;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41668;13115;1;JARDIN INFANTIL Y SALA CUNA KIDS WAY;4;3;0;-33.3551779;-70.5310951;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41670;13123;3;SALA CUNA Y JARDIN INFANTIL EL VERGEL;4;3;0;-33.4305304;-70.5941727;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41673;5801;8;JARDIN INFANTIL  Y SALA CUNA MIS COLORES;4;3;0;-33.0501497;-71.440094;0;0;36;1;1;9;;SIN INFORMACION;SIN INFORMACION
41674;5502;6;SALA CUNA  Y JARDIN  INFANTIL APUMANQUITO;4;3;0;-32.7910163;-71.1975787;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41678;13123;9;JARDIN INFANTIL LA MADRIGUERA;4;3;0;-33.4403441;-70.6079477;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41680;13125;0;JARDÍN INFANTIL KURUF-KURAF;4;3;0;-33.3670578;-70.7230145;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41687;13115;8;SALA CUNA Y JARDIN INFANTIL BOSQUE COLORES;4;3;0;-33.324747;-70.512082;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41688;13110;6;CENTRO  VITAMINA LA FLORIDA;4;3;0;-33.5240973;-70.5976807;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41691;14101;6;COLEGIO ALCÁZAR;4;3;0;-39.8097697;-73.2424727;0;0;0;0;3;1;;MAS DE $100.000;MAS DE $100.000
41694;13107;0;CENTRO  VITAMINA CIUDAD EMPRESARIAL;4;3;0;-33.3874796;-70.6160124;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41695;11201;9;ESCUELA HOSPITALARIA. JUNTOS FORJANDO EL MAÑANA;6;5;0;-45.405556;-72.702141;0;0;7;1;1;1;;SIN INFORMACION;SIN INFORMACION
41697;4101;5;JARDÍN INFANTIL Y SALA CUNA SEMILLITAS DE ARAUCARIA;4;3;0;-29.9174491;-71.2459376;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41698;13114;3;SALA CUNA Y JARDIN INFANTIL CANGURITO;4;3;0;-33.4120775;-70.574902;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41699;13125;1;CENTRO EDUCATIVO REMOLINO SPA;4;3;0;-33.3518347;-70.7267669;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41701;11101;7;COLEGIO PATAGONIA;4;3;0;-45.605628;-72.10768;0;0;200;1;1;2;;MAS DE $100.000;MAS DE $100.000
41702;8112;5;COLEGIO PRESTON SCHOOL;4;3;0;-36.7987136;-73.1091696;0;0;831;1;1;9;;SIN INFORMACION;SIN INFORMACION
41704;13120;1;SALA CUNA Y JARDIN INFANTIL CHIRIMOYA ALEGRE;4;3;0;-33.4493602;-70.5907506;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41706;5101;8;SALA CUNA  Y JARDIN INFANTIL CHICOS DEL FUTURO;4;3;0;-33.1202372;-71.5704002;0;0;69;1;1;1;;MAS DE $100.000;MAS DE $100.000
41707;5109;6;SALA CUNA ÀNGEL;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41708;5101;4;SALA CUNA Y JARDÍN INFANTIL FANTASÍAS DE COLORES;4;3;0;-33.0436347;-71.6060092;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41710;8101;6;SALA CUNA Y JARDIN INFANTIL ROCOANPI;4;3;0;-36.9363239;-73.0204511;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41711;12101;4;SALA CUNA Y JARDIN INFANTIL LAJEP SPA;4;3;0;-53.151484;-70.9089426;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41712;14101;2;COLEGIO COMUNITARIO ENLACE;3;2;1;-38.7908;-72.7235;1;0;12;1;1;1;;GRATUITO;GRATUITO
41714;5301;9;JARDIN INFANTIL Y SALA CUNA PETITS MOUSQUETAIRES;4;3;0;-32.8316007;-70.607217;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41716;8305;5;ESCUELA DE LENGUAJE TIERRA DE NIÑOS;3;2;0;-37.71893;-72.24099;0;0;64;1;1;9;;SIN INFORMACION;SIN INFORMACION
41717;1101;3;JARDIN INFANTIL Y SALA CUNA ECOKUNA;4;3;0;-20.2233422;-70.1407216;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41724;13114;6;CENTRO  VITAMINA SAN CARLOS DE APOQUINDO;4;3;0;-33.4007236;-70.5145706;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41741;13108;6;JARDIN INFANTIL Y SALA CUNA EL MUNDO DE WINNY;4;3;0;-33.4114554;-70.6646145;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41745;11101;9;SALA CUNA Y JARDÍN INFANTIL MAKENKE AIKE;4;3;0;-45.5715132;-72.0634587;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41746;6310;7;JARDIN INFANTIL MONTESSORI SAN ANDRÉS ACONCAGUA;4;3;0;-34.6327201;-71.3641749;0;0;25;1;1;1;;MAS DE $100.000;MAS DE $100.000
41747;6303;5;SIETE ENANITOS;4;3;0;-34.702862;-71.0365653;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41748;11101;3;JARDÍN INFANTIL CUNA DE CÓNDORES;4;3;0;-45.5741027;-72.076479;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41749;13125;1;SALA CUNA KURUF-KURAF;4;3;0;-33.3671269;-70.7219439;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41750;13123;5;SALA CUNA Y JARDIN INFANTIL AGUAMIEL;4;3;0;-33.4313352;-70.5893618;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41751;13114;3;JARDIN INFANTIL DEEP SEA;4;3;0;-33.3798715;-70.5230349;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41752;6110;1;SALA CUNA Y JARDIN INFANTIL PEQUEÑA MISION;4;3;0;-33.9791714;-70.7069368;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41755;12101;6;JARDIN INFANTIL Y SALA CUNA DISNEY;4;3;0;-53.1514843;-70.9064603;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41756;13132;4;JARDIN INFANTIL MILLAPI;4;3;0;-33.3792515;-70.555576;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41758;13123;0;JARDIN INFANTIL Y SALA CUNA MUNDO ENCANTADO;4;3;0;-33.4451281;-70.6049327;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41759;13123;9;SALA CUNA Y JARDIN INFANTIL SMILE GARDEN;4;3;0;-33.4130217;-70.6082979;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41762;13110;9;MUNDO DE COLORES;4;3;0;-33.5135611;-70.5926198;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41764;2102;5;AULA HOSPITALARIA DOMICILIARIA MEJILLONES;2;1;0;-23.103448;-70.441044;0;0;17;1;1;1;;SIN INFORMACION;SIN INFORMACION
41768;5504;8;JARDIN INFANTIL SAN JOSÉ;4;3;1;-32.833025;-71.232192;0;0;38;1;1;1;;MAS DE $100.000;MAS DE $100.000
41769;13120;6;SALA CUNA Y JARDIN INFANTIL GARDENKIDS JDCAÑAS;4;3;0;-33.456433;-70.6097124;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41772;13301;6;JARDIN INFANTIL ALFALFA;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41773;13402;4;COLEGIO NOVA TERRA LINDEROS;4;3;0;-33.76723;-70.73065;0;0;185;1;1;7;FORMACIÓN VALÓRICA;MAS DE $100.000;MAS DE $100.000
41774;13114;2;SALA CUNA Y JARDIN INFANTIL JUM PRE SCHOOL;4;3;0;-33.421037;-70.561969;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41775;13123;0;SALA CUNA Y JARDIN INFANTIL CRUCERO;4;3;0;-33.4308045;-70.6328096;0;0;0;0;1;1;;MAS DE $100.000;MAS DE $100.000
41776;13104;9;JARDIN INFANTIL ELENA CAFFARENA;6;5;0;-33.3588756;-70.7260836;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41778;2201;5;JARDÍN INFANTIL BALÚ LIMITADA;4;3;0;-22.4384216;-68.9179906;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41780;3101;7;COLEGIO ALICANTO;4;3;0;-27.39141;-70.296346;0;0;418;1;1;1;;MAS DE $100.000;MAS DE $100.000
41781;13604;5;JARDIN INFANTIL ECO-BAMBU;4;3;0;-33.5736836;-70.8278505;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41786;13124;6;SALA CUNA NIDO DE CÓNDORES;4;3;0;-33.3787824;-70.7984599;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41789;9115;0;JARDÍN INFANTIL MANDARINA;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41790;4102;4;INTERNATIONAL GARDEN PRE-SCHOOL;4;3;0;-29.9665589;-71.2918622;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41791;8101;2;COLEGIO THE ALMONDALE SCHOOL VALLE;4;3;0;-36.8179422;-73.0059523;0;0;461;1;1;9;;SIN INFORMACION;SIN INFORMACION
41792;6101;0;JARDIN INFANTIL MANQUEHUE;4;3;0;-34.1759138;-70.7019752;0;0;0;0;4;9;;SIN INFORMACION;SIN INFORMACION
41793;4102;9;ESCUELA ESPECIAL DE LENGUAJE SEMILLAS DE PALABRAS;3;2;0;-30.0021129;-71.3311271;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
41794;13130;7;ESCUELA PREMILITAR PEQUEÑOS HEROES DE LACONCEPCION;3;2;0;-33.488521;-70.652189;0;0;165;1;1;2;;GRATUITO;GRATUITO
41795;9120;5;BOQUI MONTESSORI;4;3;0;-39.2793266;-72.2258365;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41797;13111;1;JARDIN INFANTIL PULGARCITO;4;3;0;-33.553251;-70.6209529;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41799;4102;8;JARDÍN INFANTIL INTERCULTURAL;6;5;0;-29.9738094;-71.2529124;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
41800;7301;5;ESCUELA AULA HOSPITALARIA CURICO;2;1;0;-34.9934222;-71.2352806;0;0;19;1;1;1;;GRATUITO;GRATUITO
41807;13130;2;INSTITUTO DE ENSEÑANZA PRIMARIA PROFESOR PAULO ALVAREZ;4;3;0;-33.48988;-70.64617;0;0;32;1;1;1;;MAS DE $100.000;MAS DE $100.000
41809;5109;9;JARDIN INFANTIL  Y SALA CUNA PIMBOLI;4;3;0;-33.019234;-71.5457563;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41812;4101;9;ESCUELA ESPECIAL DE LENGUAJE MI MUNDO ECOLOGICO;3;2;0;-29.872423;-71.224663;0;0;90;1;1;1;;GRATUITO;GRATUITO
41813;13301;7;ESCUELA BÁSICA SAN PEDRO;3;2;0;-33.194513;-70.67799;0;0;246;1;1;1;;GRATUITO;GRATUITO
41814;7101;5;COLEGIO LAS RASTRAS;4;3;0;-35.41868;-71.60883;0;0;930;1;1;1;;$50.001 A $100.000;$50.001 A $100.000
41815;13114;3;CENTRO  VITAMINA NAPOLEON 2;4;3;0;-33.4181459;-70.5962829;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41816;4102;1;ESCUELA DE LENGUAJE KIDSTROPOLIS;3;2;0;-29.991462;-71.318708;0;0;99;1;1;1;;GRATUITO;GRATUITO
41818;13130;8;CENTRO  VITAMINA SAN MIGUEL 3;4;3;0;-33.5123765;-70.6584356;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41819;13101;6;CENTRO  VITAMINA ALAMEDA;4;3;0;-33.445906;-70.6569775;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41821;13130;8;ESCUELA ESPECIAL DE LENGUAJE EL RINCON DE LOS SUEÑOS;3;2;0;-33.4958527;-70.6617333;0;0;139;1;1;1;;GRATUITO;GRATUITO
41822;13103;6;ESCUELA ESPECIAL DE LENGUAJE LOS TIGRITOS;3;2;0;-33.4256572;-70.7277917;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41823;13125;4;ESCUELA ESPECIAL DE LENGUAJE EL GATO Y LA LUNA;3;2;0;-33.3604647;-70.7234374;0;0;60;1;1;1;;GRATUITO;GRATUITO
41824;13402;2;JARDIN INFANTIL SONRISAS;4;3;0;-33.7308598;-70.7476744;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41825;13123;0;SALA CUNA Y JARDIN INFANTIL LITLE BANY PRESCHOOL;4;3;0;-33.4399634;-70.6306603;0;0;0;0;1;1;;MAS DE $100.000;MAS DE $100.000
41826;4301;9;SALA CUNA DR TOÑITO;4;3;0;-30.5748253;-71.1863984;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41827;13123;7;SALA CUNA Y JARDIN INFANTIL CENTRO VITAMINA BAQUEDANO;4;3;0;-33.4378946;-70.6303865;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41828;1101;5;JARDIN INFANTIL CARACOLA;4;3;0;-20.2464864;-70.1304519;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41829;4101;3;SALA CUNA Y JARDIN INFANTIL MAGIA DEL SABER;4;3;0;-29.9183018;-71.2570725;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41831;13120;5;SALA CUNA Y JARDIN INFANTIL GARDENKIDS DUBLE;4;3;0;-33.4560843;-70.6012533;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41833;4101;1;ESCUELA DE LENGUAJE INFANTE;3;2;0;-29.9467479;-71.2427117;0;0;49;1;1;1;;GRATUITO;GRATUITO
41835;5109;8;JARDIN INFANTIL  TIA MARCELA;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41836;5103;6;JARDIN INFANTIL  Y SALA CUNA  EDUKIDS;4;3;0;-32.9357479;-71.5322262;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41838;13124;2;JARDIN INFANTIL VALLE DE LUZ;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41839;13101;0;CENTRO  VITAMINA ÑUBLE;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41840;4301;4;SALA CUNA Y JARDÍN INFANTIL AGUAYMANTO;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41841;4101;2;SALA CUNA Y JARDIN INFANTIL FRANCISCO DE ASIS;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41842;6108;0;JARDÍN INFANTIL Y SALA CUNA PEQUEÑO GIRASOL;4;3;0;-34.1808596;-70.6867303;0;0;0;0;1;1;;MAS DE $100.000;MAS DE $100.000
41843;2201;9;JARDIN INFANTIL LA HORMIGUITA;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41844;13120;7;JARDIN INFANTIL MICIFUZ;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41845;13604;5;COLEGIO BOSTON COLLEGE LAGUNA DEL SOL;4;3;0;-33.56979;-70.82861;0;0;580;1;1;1;;SIN INFORMACION;SIN INFORMACION
41846;4101;3;CEIA INAPEWMA LA SERENA;3;2;0;-29.88234;-71.22504;1;0;11;1;1;1;;GRATUITO;GRATUITO
41847;13119;1;JARDIN INFANTIL MIS POLLITOS;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41849;13402;8;JARDIN INFANTIL ECOEDRO;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41850;4101;1;SALA CUNA Y JARDIN INFANTIL MI GRANJA;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41853;9101;6;LUZ DE LUNA;4;3;0;;;0;0;0;0;4;9;;SIN INFORMACION;SIN INFORMACION
41854;12101;4;JARDIN INFANTIL PEQUEÑOS ARTISTAS;4;3;0;;;0;0;0;0;4;9;;SIN INFORMACION;SIN INFORMACION
41855;13115;2;JARDIN INFANTIL LITTLE STARS;4;3;0;;;0;0;0;0;4;9;;SIN INFORMACION;SIN INFORMACION
41858;12101;7;SALA CUNA SEMILLITA;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41859;13201;5;ESCUELA BASICA COLEGIO TRIGALES DEL MAIPO;3;2;0;-33.61425;-70.61565;0;0;529;1;1;2;;GRATUITO;GRATUITO
41860;13120;9;JARDIN INFANTIL Y SALA CUNA HUELLITAS;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41862;10101;5;ESCUELA ESPECIAL DE LENGUAJE CASTILLO DEL VALLE;3;2;0;-41.45712;-72.90507;0;0;0;0;3;1;;GRATUITO;GRATUITO
41864;8101;1;SALA CUNA Y JARDIN INFANTIL TAMBORCITO;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41868;13123;4;JARDIN INFANTIL GROWING UP;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41869;13123;2;JARDIN INFANTIL Y SALA CUNA GREENAPPLE;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41870;2201;6;GREEN APPLE SERVICIOS EDUCATIVOS SPA;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41872;10307;2;COLEGIO SAN FRANCISCO DE ASIS DE SAN PABLO;3;2;0;-40.41544;-73.012321;1;0;126;1;1;9;;SIN INFORMACION;SIN INFORMACION
41875;12101;7;SALA CUNA PEQUEÑOS ARTISTAS;4;3;0;;;0;0;0;0;4;9;;SIN INFORMACION;SIN INFORMACION
41877;13113;3;JARDIN INFANTIL GROWING TREE;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41878;13115;1;JARDIN INFANTIL POKI PLAY;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41880;3101;3;JARDÍN INFANTIL MI PEQUEÑO MUNDO;4;3;0;-27.38129938;-70.31236308;0;0;55;1;1;1;;MAS DE $100.000;MAS DE $100.000
41881;2201;1;SALA CUNA GABRIELA MISTRAL;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41883;13101;8;SALA CUNA Y JARDIN INFANTIL  AMANECER;4;3;0;;;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
41884;13115;6;JARDIN INFANTIL MAHAY MONTESSORI;4;3;0;-29.222982;-70.54508;0;0;0;0;1;1;;MAS DE $100.000;MAS DE $100.000
